,steps
335,"{u'date': u'2013-09-07', u'steps': u'33', u'time': u'15:10:00'}"
336,"{u'date': u'2013-09-07', u'steps': u'3', u'time': u'15:09:00'}"
337,"{u'date': u'2013-09-07', u'steps': u'31', u'time': u'15:08:00'}"
338,"{u'date': u'2013-09-07', u'steps': u'45', u'time': u'15:07:00'}"
339,"{u'date': u'2013-09-07', u'steps': u'21', u'time': u'15:06:00'}"
340,"{u'date': u'2013-09-07', u'steps': u'12', u'time': u'15:05:00'}"
341,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'15:04:00'}"
342,"{u'date': u'2013-09-07', u'steps': u'14', u'time': u'15:03:00'}"
343,"{u'date': u'2013-09-07', u'steps': u'14', u'time': u'15:02:00'}"
344,"{u'date': u'2013-09-07', u'steps': u'6', u'time': u'15:01:00'}"
345,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'15:00:00'}"
346,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:59:00'}"
347,"{u'date': u'2013-09-07', u'steps': u'11', u'time': u'14:58:00'}"
348,"{u'date': u'2013-09-07', u'steps': u'22', u'time': u'14:57:00'}"
349,"{u'date': u'2013-09-07', u'steps': u'49', u'time': u'14:56:00'}"
350,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:55:00'}"
351,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:54:00'}"
352,"{u'date': u'2013-09-07', u'steps': u'11', u'time': u'14:53:00'}"
353,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:52:00'}"
354,"{u'date': u'2013-09-07', u'steps': u'6', u'time': u'14:51:00'}"
355,"{u'date': u'2013-09-07', u'steps': u'10', u'time': u'14:50:00'}"
356,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:49:00'}"
357,"{u'date': u'2013-09-07', u'steps': u'19', u'time': u'14:48:00'}"
358,"{u'date': u'2013-09-07', u'steps': u'22', u'time': u'14:47:00'}"
359,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:46:00'}"
360,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:45:00'}"
361,"{u'date': u'2013-09-07', u'steps': u'7', u'time': u'14:44:00'}"
362,"{u'date': u'2013-09-07', u'steps': u'4', u'time': u'14:43:00'}"
363,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:42:00'}"
364,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:41:00'}"
365,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'14:40:00'}"
366,"{u'date': u'2013-09-07', u'steps': u'32', u'time': u'14:39:00'}"
367,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:38:00'}"
368,"{u'date': u'2013-09-07', u'steps': u'6', u'time': u'14:37:00'}"
369,"{u'date': u'2013-09-07', u'steps': u'5', u'time': u'14:36:00'}"
370,"{u'date': u'2013-09-07', u'steps': u'7', u'time': u'14:35:00'}"
371,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:34:00'}"
372,"{u'date': u'2013-09-07', u'steps': u'26', u'time': u'14:33:00'}"
373,"{u'date': u'2013-09-07', u'steps': u'14', u'time': u'14:32:00'}"
374,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:31:00'}"
375,"{u'date': u'2013-09-07', u'steps': u'26', u'time': u'14:30:00'}"
376,"{u'date': u'2013-09-07', u'steps': u'35', u'time': u'14:29:00'}"
377,"{u'date': u'2013-09-07', u'steps': u'5', u'time': u'14:28:00'}"
378,"{u'date': u'2013-09-07', u'steps': u'9', u'time': u'14:27:00'}"
379,"{u'date': u'2013-09-07', u'steps': u'11', u'time': u'14:26:00'}"
380,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:25:00'}"
381,"{u'date': u'2013-09-07', u'steps': u'23', u'time': u'14:24:00'}"
382,"{u'date': u'2013-09-07', u'steps': u'7', u'time': u'14:23:00'}"
383,"{u'date': u'2013-09-07', u'steps': u'5', u'time': u'14:22:00'}"
384,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:21:00'}"
385,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:20:00'}"
386,"{u'date': u'2013-09-07', u'steps': u'6', u'time': u'14:19:00'}"
387,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'14:18:00'}"
388,"{u'date': u'2013-09-07', u'steps': u'14', u'time': u'14:17:00'}"
389,"{u'date': u'2013-09-07', u'steps': u'26', u'time': u'14:16:00'}"
390,"{u'date': u'2013-09-07', u'steps': u'23', u'time': u'14:15:00'}"
391,"{u'date': u'2013-09-07', u'steps': u'6', u'time': u'14:14:00'}"
392,"{u'date': u'2013-09-07', u'steps': u'14', u'time': u'14:13:00'}"
393,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:12:00'}"
394,"{u'date': u'2013-09-07', u'steps': u'11', u'time': u'14:11:00'}"
395,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'14:10:00'}"
396,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:09:00'}"
397,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'14:08:00'}"
398,"{u'date': u'2013-09-07', u'steps': u'17', u'time': u'14:07:00'}"
399,"{u'date': u'2013-09-07', u'steps': u'22', u'time': u'14:06:00'}"
400,"{u'date': u'2013-09-07', u'steps': u'4', u'time': u'14:05:00'}"
401,"{u'date': u'2013-09-07', u'steps': u'20', u'time': u'14:04:00'}"
402,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'14:03:00'}"
403,"{u'date': u'2013-09-07', u'steps': u'10', u'time': u'14:02:00'}"
404,"{u'date': u'2013-09-07', u'steps': u'12', u'time': u'14:01:00'}"
405,"{u'date': u'2013-09-07', u'steps': u'7', u'time': u'14:00:00'}"
406,"{u'date': u'2013-09-07', u'steps': u'10', u'time': u'13:59:00'}"
407,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:58:00'}"
408,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:57:00'}"
409,"{u'date': u'2013-09-07', u'steps': u'12', u'time': u'13:56:00'}"
410,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:55:00'}"
411,"{u'date': u'2013-09-07', u'steps': u'7', u'time': u'13:54:00'}"
412,"{u'date': u'2013-09-07', u'steps': u'18', u'time': u'13:53:00'}"
413,"{u'date': u'2013-09-07', u'steps': u'18', u'time': u'13:52:00'}"
414,"{u'date': u'2013-09-07', u'steps': u'17', u'time': u'13:51:00'}"
415,"{u'date': u'2013-09-07', u'steps': u'22', u'time': u'13:50:00'}"
416,"{u'date': u'2013-09-07', u'steps': u'45', u'time': u'13:49:00'}"
417,"{u'date': u'2013-09-07', u'steps': u'12', u'time': u'13:48:00'}"
418,"{u'date': u'2013-09-07', u'steps': u'29', u'time': u'13:47:00'}"
419,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:46:00'}"
420,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:45:00'}"
421,"{u'date': u'2013-09-07', u'steps': u'6', u'time': u'13:44:00'}"
422,"{u'date': u'2013-09-07', u'steps': u'19', u'time': u'13:43:00'}"
423,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:42:00'}"
424,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:41:00'}"
425,"{u'date': u'2013-09-07', u'steps': u'6', u'time': u'13:40:00'}"
426,"{u'date': u'2013-09-07', u'steps': u'10', u'time': u'13:39:00'}"
427,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:38:00'}"
428,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'13:37:00'}"
429,"{u'date': u'2013-09-07', u'steps': u'20', u'time': u'13:36:00'}"
430,"{u'date': u'2013-09-07', u'steps': u'4', u'time': u'13:35:00'}"
431,"{u'date': u'2013-09-07', u'steps': u'7', u'time': u'13:34:00'}"
432,"{u'date': u'2013-09-07', u'steps': u'25', u'time': u'13:33:00'}"
433,"{u'date': u'2013-09-07', u'steps': u'11', u'time': u'13:32:00'}"
434,"{u'date': u'2013-09-07', u'steps': u'16', u'time': u'13:31:00'}"
435,"{u'date': u'2013-09-07', u'steps': u'44', u'time': u'13:30:00'}"
436,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:29:00'}"
437,"{u'date': u'2013-09-07', u'steps': u'4', u'time': u'13:28:00'}"
438,"{u'date': u'2013-09-07', u'steps': u'22', u'time': u'13:27:00'}"
439,"{u'date': u'2013-09-07', u'steps': u'43', u'time': u'13:26:00'}"
440,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'13:25:00'}"
441,"{u'date': u'2013-09-07', u'steps': u'29', u'time': u'13:24:00'}"
442,"{u'date': u'2013-09-07', u'steps': u'52', u'time': u'13:23:00'}"
443,"{u'date': u'2013-09-07', u'steps': u'30', u'time': u'13:22:00'}"
444,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:21:00'}"
445,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:20:00'}"
446,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:19:00'}"
447,"{u'date': u'2013-09-07', u'steps': u'29', u'time': u'13:18:00'}"
448,"{u'date': u'2013-09-07', u'steps': u'75', u'time': u'13:17:00'}"
449,"{u'date': u'2013-09-07', u'steps': u'24', u'time': u'13:16:00'}"
450,"{u'date': u'2013-09-07', u'steps': u'31', u'time': u'13:15:00'}"
451,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'13:14:00'}"
452,"{u'date': u'2013-09-07', u'steps': u'26', u'time': u'13:13:00'}"
453,"{u'date': u'2013-09-07', u'steps': u'20', u'time': u'13:12:00'}"
454,"{u'date': u'2013-09-07', u'steps': u'31', u'time': u'13:11:00'}"
455,"{u'date': u'2013-09-07', u'steps': u'27', u'time': u'13:10:00'}"
456,"{u'date': u'2013-09-07', u'steps': u'12', u'time': u'13:09:00'}"
457,"{u'date': u'2013-09-07', u'steps': u'15', u'time': u'13:08:00'}"
458,"{u'date': u'2013-09-07', u'steps': u'31', u'time': u'13:07:00'}"
459,"{u'date': u'2013-09-07', u'steps': u'24', u'time': u'13:06:00'}"
460,"{u'date': u'2013-09-07', u'steps': u'34', u'time': u'13:05:00'}"
461,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'13:04:00'}"
462,"{u'date': u'2013-09-07', u'steps': u'31', u'time': u'13:03:00'}"
463,"{u'date': u'2013-09-07', u'steps': u'35', u'time': u'13:02:00'}"
464,"{u'date': u'2013-09-07', u'steps': u'5', u'time': u'13:01:00'}"
465,"{u'date': u'2013-09-07', u'steps': u'19', u'time': u'13:00:00'}"
466,"{u'date': u'2013-09-07', u'steps': u'4', u'time': u'12:59:00'}"
467,"{u'date': u'2013-09-07', u'steps': u'21', u'time': u'12:58:00'}"
468,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:57:00'}"
469,"{u'date': u'2013-09-07', u'steps': u'16', u'time': u'12:56:00'}"
470,"{u'date': u'2013-09-07', u'steps': u'20', u'time': u'12:55:00'}"
471,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:54:00'}"
472,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:53:00'}"
473,"{u'date': u'2013-09-07', u'steps': u'18', u'time': u'12:52:00'}"
474,"{u'date': u'2013-09-07', u'steps': u'6', u'time': u'12:51:00'}"
475,"{u'date': u'2013-09-07', u'steps': u'17', u'time': u'12:50:00'}"
476,"{u'date': u'2013-09-07', u'steps': u'44', u'time': u'12:49:00'}"
477,"{u'date': u'2013-09-07', u'steps': u'54', u'time': u'12:48:00'}"
478,"{u'date': u'2013-09-07', u'steps': u'23', u'time': u'12:47:00'}"
479,"{u'date': u'2013-09-07', u'steps': u'26', u'time': u'12:46:00'}"
480,"{u'date': u'2013-09-07', u'steps': u'47', u'time': u'12:45:00'}"
481,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:44:00'}"
482,"{u'date': u'2013-09-07', u'steps': u'15', u'time': u'12:43:00'}"
483,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:42:00'}"
484,"{u'date': u'2013-09-07', u'steps': u'7', u'time': u'12:41:00'}"
485,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:40:00'}"
486,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:39:00'}"
487,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:38:00'}"
488,"{u'date': u'2013-09-07', u'steps': u'44', u'time': u'12:37:00'}"
489,"{u'date': u'2013-09-07', u'steps': u'32', u'time': u'12:36:00'}"
490,"{u'date': u'2013-09-07', u'steps': u'59', u'time': u'12:35:00'}"
491,"{u'date': u'2013-09-07', u'steps': u'58', u'time': u'12:34:00'}"
492,"{u'date': u'2013-09-07', u'steps': u'26', u'time': u'12:33:00'}"
493,"{u'date': u'2013-09-07', u'steps': u'23', u'time': u'12:32:00'}"
494,"{u'date': u'2013-09-07', u'steps': u'22', u'time': u'12:31:00'}"
495,"{u'date': u'2013-09-07', u'steps': u'43', u'time': u'12:30:00'}"
496,"{u'date': u'2013-09-07', u'steps': u'92', u'time': u'12:29:00'}"
497,"{u'date': u'2013-09-07', u'steps': u'68', u'time': u'12:28:00'}"
498,"{u'date': u'2013-09-07', u'steps': u'63', u'time': u'12:27:00'}"
499,"{u'date': u'2013-09-07', u'steps': u'29', u'time': u'12:26:00'}"
500,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:25:00'}"
501,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:24:00'}"
502,"{u'date': u'2013-09-07', u'steps': u'25', u'time': u'12:23:00'}"
503,"{u'date': u'2013-09-07', u'steps': u'10', u'time': u'12:22:00'}"
504,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:21:00'}"
505,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:20:00'}"
506,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:19:00'}"
507,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:18:00'}"
508,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:17:00'}"
509,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:16:00'}"
510,"{u'date': u'2013-09-07', u'steps': u'42', u'time': u'12:15:00'}"
511,"{u'date': u'2013-09-07', u'steps': u'37', u'time': u'12:14:00'}"
512,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:13:00'}"
513,"{u'date': u'2013-09-07', u'steps': u'10', u'time': u'12:12:00'}"
514,"{u'date': u'2013-09-07', u'steps': u'26', u'time': u'12:11:00'}"
515,"{u'date': u'2013-09-07', u'steps': u'52', u'time': u'12:10:00'}"
516,"{u'date': u'2013-09-07', u'steps': u'38', u'time': u'12:09:00'}"
517,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:08:00'}"
518,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:07:00'}"
519,"{u'date': u'2013-09-07', u'steps': u'12', u'time': u'12:06:00'}"
520,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:05:00'}"
521,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:04:00'}"
522,"{u'date': u'2013-09-07', u'steps': u'24', u'time': u'12:03:00'}"
523,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:02:00'}"
524,"{u'date': u'2013-09-07', u'steps': u'16', u'time': u'12:01:00'}"
525,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'12:00:00'}"
526,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:59:00'}"
527,"{u'date': u'2013-09-07', u'steps': u'5', u'time': u'11:58:00'}"
528,"{u'date': u'2013-09-07', u'steps': u'67', u'time': u'11:57:00'}"
529,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:56:00'}"
530,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:55:00'}"
531,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:54:00'}"
532,"{u'date': u'2013-09-07', u'steps': u'21', u'time': u'11:53:00'}"
533,"{u'date': u'2013-09-07', u'steps': u'28', u'time': u'11:52:00'}"
534,"{u'date': u'2013-09-07', u'steps': u'32', u'time': u'11:51:00'}"
535,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:50:00'}"
536,"{u'date': u'2013-09-07', u'steps': u'7', u'time': u'11:49:00'}"
537,"{u'date': u'2013-09-07', u'steps': u'12', u'time': u'11:48:00'}"
538,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:47:00'}"
539,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:46:00'}"
540,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:45:00'}"
541,"{u'date': u'2013-09-07', u'steps': u'19', u'time': u'11:44:00'}"
542,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:43:00'}"
543,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:42:00'}"
544,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:41:00'}"
545,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:40:00'}"
546,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'11:39:00'}"
547,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:38:00'}"
548,"{u'date': u'2013-09-07', u'steps': u'10', u'time': u'11:37:00'}"
549,"{u'date': u'2013-09-07', u'steps': u'23', u'time': u'11:36:00'}"
550,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:35:00'}"
551,"{u'date': u'2013-09-07', u'steps': u'42', u'time': u'11:34:00'}"
552,"{u'date': u'2013-09-07', u'steps': u'56', u'time': u'11:33:00'}"
553,"{u'date': u'2013-09-07', u'steps': u'42', u'time': u'11:32:00'}"
554,"{u'date': u'2013-09-07', u'steps': u'20', u'time': u'11:31:00'}"
555,"{u'date': u'2013-09-07', u'steps': u'5', u'time': u'11:30:00'}"
556,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:29:00'}"
557,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:28:00'}"
558,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:27:00'}"
559,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:26:00'}"
560,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:25:00'}"
561,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:24:00'}"
562,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:23:00'}"
563,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:22:00'}"
564,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:21:00'}"
565,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:20:00'}"
566,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:19:00'}"
567,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:18:00'}"
568,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:17:00'}"
569,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:16:00'}"
570,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:15:00'}"
571,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:14:00'}"
572,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:13:00'}"
573,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:12:00'}"
574,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:11:00'}"
575,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:10:00'}"
576,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:09:00'}"
577,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:08:00'}"
578,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'11:07:00'}"
579,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:06:00'}"
580,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:05:00'}"
581,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:04:00'}"
582,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:03:00'}"
583,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:02:00'}"
584,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:01:00'}"
585,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'11:00:00'}"
586,"{u'date': u'2013-09-07', u'steps': u'13', u'time': u'10:59:00'}"
587,"{u'date': u'2013-09-07', u'steps': u'13', u'time': u'10:58:00'}"
588,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:57:00'}"
589,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:56:00'}"
590,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:55:00'}"
591,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:54:00'}"
592,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:53:00'}"
593,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:52:00'}"
594,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:51:00'}"
595,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:50:00'}"
596,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:49:00'}"
597,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:48:00'}"
598,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:47:00'}"
599,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:46:00'}"
600,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:45:00'}"
601,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:44:00'}"
602,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:43:00'}"
603,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:42:00'}"
604,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:41:00'}"
605,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:40:00'}"
606,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:39:00'}"
607,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:38:00'}"
608,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:37:00'}"
609,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:36:00'}"
610,"{u'date': u'2013-09-07', u'steps': u'15', u'time': u'10:35:00'}"
611,"{u'date': u'2013-09-07', u'steps': u'6', u'time': u'10:34:00'}"
612,"{u'date': u'2013-09-07', u'steps': u'15', u'time': u'10:33:00'}"
613,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:32:00'}"
614,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:31:00'}"
615,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:30:00'}"
616,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:29:00'}"
617,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:28:00'}"
618,"{u'date': u'2013-09-07', u'steps': u'9', u'time': u'10:27:00'}"
619,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:26:00'}"
620,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:25:00'}"
621,"{u'date': u'2013-09-07', u'steps': u'36', u'time': u'10:24:00'}"
622,"{u'date': u'2013-09-07', u'steps': u'89', u'time': u'10:23:00'}"
623,"{u'date': u'2013-09-07', u'steps': u'76', u'time': u'10:22:00'}"
624,"{u'date': u'2013-09-07', u'steps': u'83', u'time': u'10:21:00'}"
625,"{u'date': u'2013-09-07', u'steps': u'88', u'time': u'10:20:00'}"
626,"{u'date': u'2013-09-07', u'steps': u'55', u'time': u'10:19:00'}"
627,"{u'date': u'2013-09-07', u'steps': u'23', u'time': u'10:18:00'}"
628,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:17:00'}"
629,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:16:00'}"
630,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:15:00'}"
631,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:14:00'}"
632,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'10:13:00'}"
633,"{u'date': u'2013-09-07', u'steps': u'28', u'time': u'10:12:00'}"
634,"{u'date': u'2013-09-07', u'steps': u'8', u'time': u'10:11:00'}"
635,"{u'date': u'2013-09-07', u'steps': u'36', u'time': u'10:10:00'}"
636,"{u'date': u'2013-09-07', u'steps': u'41', u'time': u'10:09:00'}"
637,"{u'date': u'2013-09-07', u'steps': u'16', u'time': u'10:08:00'}"
638,"{u'date': u'2013-09-07', u'steps': u'16', u'time': u'10:07:00'}"
639,"{u'date': u'2013-09-07', u'steps': u'46', u'time': u'10:06:00'}"
640,"{u'date': u'2013-09-07', u'steps': u'21', u'time': u'10:05:00'}"
641,"{u'date': u'2013-09-07', u'steps': u'18', u'time': u'10:04:00'}"
642,"{u'date': u'2013-09-07', u'steps': u'30', u'time': u'10:03:00'}"
643,"{u'date': u'2013-09-07', u'steps': u'50', u'time': u'10:02:00'}"
644,"{u'date': u'2013-09-07', u'steps': u'96', u'time': u'10:01:00'}"
645,"{u'date': u'2013-09-07', u'steps': u'79', u'time': u'10:00:00'}"
646,"{u'date': u'2013-09-07', u'steps': u'75', u'time': u'09:59:00'}"
647,"{u'date': u'2013-09-07', u'steps': u'18', u'time': u'09:58:00'}"
648,"{u'date': u'2013-09-07', u'steps': u'44', u'time': u'09:57:00'}"
649,"{u'date': u'2013-09-07', u'steps': u'21', u'time': u'09:56:00'}"
650,"{u'date': u'2013-09-07', u'steps': u'17', u'time': u'09:55:00'}"
